"freq
References : ['S(1,1)','S(1,2)','S(2,1)','S(2,2)']
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Real","S(1,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(1,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
8.160 GHz,0.932 / -42.077 ,0.038 / -41.145 ,0.118 / -53.445 ,0.984 / 153.036 
8.170 GHz,0.931 / -46.559 ,0.039 / -44.197 ,0.122 / -56.497 ,0.984 / 151.581 
8.180 GHz,0.930 / -50.949 ,0.041 / -47.213 ,0.126 / -59.513 ,0.983 / 150.114 
8.190 GHz,0.929 / -55.250 ,0.042 / -50.194 ,0.131 / -62.494 ,0.982 / 148.636 
8.200 GHz,0.929 / -59.465 ,0.044 / -53.143 ,0.135 / -65.443 ,0.981 / 147.144 
8.210 GHz,0.928 / -63.593 ,0.045 / -56.064 ,0.140 / -68.374 ,0.980 / 145.639 
8.220 GHz,0.928 / -67.641 ,0.047 / -58.957 ,0.144 / -71.277 ,0.979 / 144.120 
8.230 GHz,0.927 / -71.612 ,0.048 / -61.824 ,0.149 / -74.154 ,0.978 / 142.585 
8.240 GHz,0.927 / -75.508 ,0.050 / -64.667 ,0.154 / -77.007 ,0.977 / 141.033 
8.250 GHz,0.926 / -79.331 ,0.052 / -67.488 ,0.159 / -79.838 ,0.976 / 139.464 
8.260 GHz,0.925 / -83.086 ,0.053 / -70.290 ,0.164 / -82.650 ,0.974 / 137.876 
8.270 GHz,0.925 / -86.773 ,0.055 / -73.075 ,0.169 / -85.445 ,0.973 / 136.268 
8.280 GHz,0.924 / -90.396 ,0.057 / -75.844 ,0.174 / -88.224 ,0.972 / 134.639 
8.290 GHz,0.924 / -93.958 ,0.059 / -78.602 ,0.179 / -90.992 ,0.970 / 132.986 
8.300 GHz,0.923 / -97.460 ,0.061 / -81.349 ,0.185 / -93.749 ,0.968 / 131.309 
8.310 GHz,0.923 / -100.905 ,0.063 / -84.089 ,0.191 / -96.499 ,0.966 / 129.605 
8.320 GHz,0.922 / -104.296 ,0.065 / -86.824 ,0.196 / -99.244 ,0.964 / 127.873 
8.330 GHz,0.921 / -107.634 ,0.067 / -89.557 ,0.203 / -101.987 ,0.962 / 126.110 
8.340 GHz,0.921 / -110.921 ,0.069 / -92.291 ,0.209 / -104.731 ,0.960 / 124.315 
8.350 GHz,0.920 / -114.160 ,0.071 / -95.029 ,0.216 / -107.479 ,0.957 / 122.483 
8.360 GHz,0.919 / -117.353 ,0.074 / -97.773 ,0.223 / -110.233 ,0.955 / 120.613 
8.370 GHz,0.918 / -120.501 ,0.076 / -100.529 ,0.230 / -112.999 ,0.951 / 118.701 
8.380 GHz,0.917 / -123.606 ,0.079 / -103.298 ,0.237 / -115.778 ,0.948 / 116.744 
8.390 GHz,0.916 / -126.669 ,0.082 / -106.085 ,0.245 / -118.575 ,0.945 / 114.738 
8.400 GHz,0.915 / -129.694 ,0.085 / -108.894 ,0.254 / -121.394 ,0.941 / 112.678 
8.410 GHz,0.913 / -132.680 ,0.088 / -111.733 ,0.263 / -124.233 ,0.936 / 110.560 
8.420 GHz,0.912 / -135.629 ,0.091 / -114.604 ,0.272 / -127.104 ,0.931 / 108.377 
8.430 GHz,0.910 / -138.542 ,0.095 / -117.512 ,0.282 / -130.012 ,0.926 / 106.125 
8.440 GHz,0.908 / -141.421 ,0.098 / -120.462 ,0.292 / -132.962 ,0.920 / 103.795 
8.450 GHz,0.906 / -144.267 ,0.102 / -123.462 ,0.303 / -135.962 ,0.913 / 101.380 
8.460 GHz,0.904 / -147.079 ,0.106 / -126.518 ,0.315 / -139.018 ,0.906 / 98.872 
8.470 GHz,0.902 / -149.858 ,0.111 / -129.638 ,0.327 / -142.138 ,0.898 / 96.259 
8.480 GHz,0.899 / -152.605 ,0.115 / -132.830 ,0.341 / -145.330 ,0.888 / 93.530 
8.490 GHz,0.896 / -155.319 ,0.120 / -136.105 ,0.355 / -148.605 ,0.878 / 90.674 
8.500 GHz,0.893 / -157.999 ,0.125 / -139.471 ,0.369 / -151.971 ,0.866 / 87.673 
8.510 GHz,0.890 / -160.644 ,0.131 / -142.941 ,0.385 / -155.441 ,0.853 / 84.513 
8.520 GHz,0.886 / -163.252 ,0.137 / -146.526 ,0.402 / -159.026 ,0.838 / 81.172 
8.530 GHz,0.882 / -165.821 ,0.143 / -150.241 ,0.420 / -162.741 ,0.821 / 77.627 
8.540 GHz,0.877 / -168.346 ,0.150 / -154.101 ,0.438 / -166.601 ,0.802 / 73.854 
8.550 GHz,0.872 / -170.823 ,0.156 / -158.120 ,0.458 / -170.620 ,0.780 / 69.820 
8.560 GHz,0.867 / -173.246 ,0.164 / -162.316 ,0.479 / -174.816 ,0.756 / 65.489 
8.570 GHz,0.861 / -175.608 ,0.171 / -166.704 ,0.500 / -179.204 ,0.727 / 60.818 
8.580 GHz,0.855 / -177.900 ,0.179 / -171.302 ,0.523 / 176.198 ,0.695 / 55.755 
8.590 GHz,0.849 / 179.888 ,0.188 / -176.126 ,0.546 / 171.374 ,0.659 / 50.234 
8.600 GHz,0.843 / 177.766 ,0.196 / 178.813 ,0.569 / 166.313 ,0.619 / 44.172 
8.610 GHz,0.837 / 175.742 ,0.204 / 173.517 ,0.592 / 161.022 ,0.573 / 37.496 
8.620 GHz,0.831 / 173.822 ,0.212 / 167.975 ,0.614 / 155.485 ,0.523 / 30.026 
8.630 GHz,0.826 / 172.007 ,0.219 / 162.194 ,0.635 / 149.709 ,0.469 / 21.533 
8.640 GHz,0.822 / 170.291 ,0.226 / 156.190 ,0.653 / 143.710 ,0.411 / 11.656 
8.650 GHz,0.820 / 168.659 ,0.232 / 149.992 ,0.669 / 137.517 ,0.352 / -0.202 
8.660 GHz,0.819 / 167.087 ,0.236 / 143.641 ,0.681 / 131.171 ,0.295 / -15.032 
8.670 GHz,0.821 / 165.542 ,0.239 / 137.189 ,0.689 / 124.724 ,0.245 / -34.290 
8.680 GHz,0.824 / 163.985 ,0.241 / 130.695 ,0.693 / 118.235 ,0.213 / -59.059 
8.690 GHz,0.829 / 162.381 ,0.241 / 124.222 ,0.691 / 111.767 ,0.209 / -87.197 
8.700 GHz,0.836 / 160.700 ,0.239 / 117.834 ,0.686 / 105.384 ,0.232 / -112.988 
8.710 GHz,0.844 / 158.921 ,0.236 / 111.585 ,0.676 / 99.140 ,0.275 / -133.244 
8.720 GHz,0.853 / 157.038 ,0.232 / 105.522 ,0.663 / 93.082 ,0.326 / -148.643 
8.730 GHz,0.861 / 155.052 ,0.227 / 99.679 ,0.647 / 87.244 ,0.380 / -160.711 
8.740 GHz,0.870 / 152.972 ,0.221 / 94.079 ,0.629 / 81.649 ,0.432 / -170.571 
8.750 GHz,0.879 / 150.810 ,0.214 / 88.732 ,0.610 / 76.307 ,0.481 / -178.914 
8.760 GHz,0.887 / 148.583 ,0.207 / 83.640 ,0.590 / 71.220 ,0.527 / 173.841 
8.770 GHz,0.895 / 146.305 ,0.201 / 78.798 ,0.570 / 66.383 ,0.568 / 167.427 
8.780 GHz,0.901 / 143.989 ,0.194 / 74.196 ,0.550 / 61.786 ,0.606 / 161.667 
8.790 GHz,0.908 / 141.645 ,0.187 / 69.818 ,0.530 / 57.413 ,0.639 / 156.438 
8.800 GHz,0.913 / 139.283 ,0.181 / 65.651 ,0.511 / 53.251 ,0.669 / 151.650 
8.810 GHz,0.918 / 136.909 ,0.174 / 61.665 ,0.493 / 49.265 ,0.696 / 147.237 
8.820 GHz,0.923 / 134.529 ,0.168 / 57.857 ,0.475 / 45.457 ,0.720 / 143.139 
8.830 GHz,0.926 / 132.145 ,0.163 / 54.210 ,0.459 / 41.810 ,0.741 / 139.315 
8.840 GHz,0.930 / 129.761 ,0.157 / 50.709 ,0.443 / 38.309 ,0.760 / 135.727 
8.850 GHz,0.933 / 127.378 ,0.152 / 47.342 ,0.428 / 34.942 ,0.777 / 132.347 
8.860 GHz,0.936 / 124.997 ,0.148 / 44.095 ,0.414 / 31.695 ,0.793 / 129.149 
8.870 GHz,0.938 / 122.619 ,0.143 / 40.956 ,0.401 / 28.556 ,0.806 / 126.113 
8.880 GHz,0.940 / 120.243 ,0.139 / 37.914 ,0.389 / 25.514 ,0.819 / 123.219 
8.890 GHz,0.942 / 117.869 ,0.135 / 34.962 ,0.377 / 22.562 ,0.830 / 120.453 
8.900 GHz,0.943 / 115.497 ,0.131 / 32.088 ,0.367 / 19.688 ,0.840 / 117.800 
8.910 GHz,0.945 / 113.126 ,0.128 / 29.287 ,0.356 / 16.887 ,0.849 / 115.249 
8.920 GHz,0.946 / 110.755 ,0.125 / 26.550 ,0.347 / 14.150 ,0.857 / 112.790 
8.930 GHz,0.947 / 108.383 ,0.122 / 23.871 ,0.338 / 11.471 ,0.865 / 110.412 
8.940 GHz,0.948 / 106.009 ,0.119 / 21.245 ,0.330 / 8.845 ,0.872 / 108.109 
8.950 GHz,0.949 / 103.631 ,0.116 / 18.665 ,0.322 / 6.265 ,0.878 / 105.873 
8.960 GHz,0.950 / 101.250 ,0.114 / 16.128 ,0.314 / 3.728 ,0.883 / 103.698 
8.970 GHz,0.950 / 98.863 ,0.111 / 13.628 ,0.307 / 1.228 ,0.889 / 101.577 
8.980 GHz,0.951 / 96.469 ,0.109 / 11.162 ,0.301 / -1.238 ,0.894 / 99.507 
8.990 GHz,0.951 / 94.068 ,0.107 / 8.725 ,0.295 / -3.675 ,0.898 / 97.483 
9.000 GHz,0.951 / 91.656 ,0.105 / 6.315 ,0.289 / -6.085 ,0.902 / 95.500 
9.010 GHz,0.952 / 89.248 ,0.103 / 3.956 ,0.284 / -8.449 ,0.906 / 93.563 
9.020 GHz,0.952 / 86.828 ,0.102 / 1.616 ,0.279 / -10.794 ,0.909 / 91.660 
9.030 GHz,0.952 / 84.394 ,0.100 / -0.707 ,0.274 / -13.122 ,0.912 / 89.788 
9.040 GHz,0.952 / 81.945 ,0.099 / -3.017 ,0.270 / -15.437 ,0.915 / 87.945 
9.050 GHz,0.952 / 79.478 ,0.097 / -5.315 ,0.266 / -17.740 ,0.918 / 86.127 
9.060 GHz,0.952 / 76.993 ,0.096 / -7.605 ,0.262 / -20.035 ,0.921 / 84.333 
9.070 GHz,0.952 / 74.488 ,0.095 / -9.888 ,0.258 / -22.323 ,0.923 / 82.560 
9.080 GHz,0.951 / 71.960 ,0.094 / -12.167 ,0.255 / -24.607 ,0.925 / 80.807 
9.090 GHz,0.951 / 69.407 ,0.093 / -14.444 ,0.252 / -26.889 ,0.927 / 79.071 
9.100 GHz,0.951 / 66.828 ,0.092 / -16.721 ,0.249 / -29.171 ,0.929 / 77.352 
9.110 GHz,0.951 / 64.220 ,0.091 / -19.001 ,0.246 / -31.456 ,0.931 / 75.646 
9.120 GHz,0.950 / 61.581 ,0.090 / -21.286 ,0.243 / -33.746 ,0.933 / 73.954 
9.130 GHz,0.950 / 58.909 ,0.089 / -23.577 ,0.241 / -36.042 ,0.934 / 72.273 
9.140 GHz,0.949 / 56.199 ,0.089 / -25.877 ,0.239 / -38.347 ,0.936 / 70.603 
9.150 GHz,0.949 / 53.450 ,0.088 / -28.189 ,0.237 / -40.664 ,0.937 / 68.941 
9.160 GHz,0.948 / 50.659 ,0.087 / -30.514 ,0.235 / -42.994 ,0.938 / 67.287 
9.170 GHz,0.948 / 47.822 ,0.087 / -32.856 ,0.233 / -45.341 ,0.939 / 65.639 
9.180 GHz,0.947 / 44.936 ,0.086 / -35.215 ,0.232 / -47.705 ,0.941 / 63.997 
9.190 GHz,0.946 / 41.996 ,0.086 / -37.596 ,0.230 / -50.091 ,0.942 / 62.359 
9.200 GHz,0.946 / 38.999 ,0.086 / -40.001 ,0.229 / -52.501 ,0.943 / 60.724 
9.210 GHz,0.945 / 35.940 ,0.085 / -42.436 ,0.228 / -54.946 ,0.944 / 59.093 
9.220 GHz,0.944 / 32.815 ,0.085 / -44.900 ,0.227 / -57.420 ,0.944 / 57.462 
9.230 GHz,0.943 / 29.618 ,0.085 / -47.397 ,0.226 / -59.927 ,0.945 / 55.831 
9.240 GHz,0.942 / 26.343 ,0.085 / -49.930 ,0.225 / -62.470 ,0.946 / 54.199 
9.250 GHz,0.941 / 22.985 ,0.085 / -52.503 ,0.225 / -65.053 ,0.947 / 52.564 
9.260 GHz,0.940 / 19.537 ,0.085 / -55.118 ,0.224 / -67.678 ,0.947 / 50.926 
9.270 GHz,0.939 / 15.992 ,0.085 / -57.782 ,0.224 / -70.352 ,0.948 / 49.283 
9.280 GHz,0.938 / 12.342 ,0.085 / -60.496 ,0.224 / -73.076 ,0.949 / 47.633 
9.290 GHz,0.936 / 8.580 ,0.085 / -63.268 ,0.223 / -75.858 ,0.949 / 45.977 
9.300 GHz,0.935 / 4.695 ,0.085 / -66.100 ,0.223 / -78.700 ,0.950 / 44.311 
9.310 GHz,0.934 / 0.680 ,0.085 / -68.998 ,0.223 / -81.608 ,0.950 / 42.635 
9.320 GHz,0.932 / -3.478 ,0.085 / -71.969 ,0.223 / -84.589 ,0.950 / 40.948 
9.330 GHz,0.931 / -7.787 ,0.085 / -75.017 ,0.223 / -87.647 ,0.951 / 39.247 
9.340 GHz,0.929 / -12.261 ,0.085 / -78.150 ,0.224 / -90.790 ,0.951 / 37.531 
9.350 GHz,0.927 / -16.911 ,0.085 / -81.373 ,0.224 / -94.023 ,0.951 / 35.798 
9.360 GHz,0.926 / -21.751 ,0.086 / -84.695 ,0.224 / -97.355 ,0.952 / 34.046 
9.370 GHz,0.924 / -26.793 ,0.086 / -88.122 ,0.224 / -100.792 ,0.952 / 32.271 
9.380 GHz,0.922 / -32.052 ,0.086 / -91.661 ,0.224 / -104.341 ,0.952 / 30.473 
9.390 GHz,0.921 / -37.541 ,0.086 / -95.322 ,0.224 / -108.012 ,0.952 / 28.647 
9.400 GHz,0.919 / -43.274 ,0.086 / -99.110 ,0.224 / -111.810 ,0.953 / 26.791 
9.410 GHz,0.917 / -49.245 ,0.086 / -103.034 ,0.224 / -115.734 ,0.953 / 24.903 
9.420 GHz,0.916 / -55.484 ,0.086 / -107.100 ,0.223 / -119.800 ,0.953 / 22.977 
9.430 GHz,0.915 / -62.001 ,0.086 / -111.317 ,0.223 / -124.017 ,0.953 / 21.008 
9.440 GHz,0.913 / -68.802 ,0.086 / -115.690 ,0.222 / -128.390 ,0.953 / 18.990 
9.450 GHz,0.912 / -75.892 ,0.085 / -120.224 ,0.220 / -132.924 ,0.953 / 16.918 
9.460 GHz,0.912 / -83.268 ,0.085 / -124.921 ,0.218 / -137.621 ,0.954 / 14.783 
9.470 GHz,0.912 / -90.924 ,0.084 / -129.783 ,0.216 / -142.483 ,0.954 / 12.579 
9.480 GHz,0.912 / -98.846 ,0.083 / -134.810 ,0.213 / -147.510 ,0.954 / 10.295 
9.490 GHz,0.912 / -107.013 ,0.081 / -139.998 ,0.209 / -152.698 ,0.954 / 7.920 
9.500 GHz,0.914 / -115.396 ,0.080 / -145.340 ,0.205 / -158.040 ,0.954 / 5.441 
9.510 GHz,0.915 / -123.958 ,0.078 / -150.829 ,0.199 / -163.529 ,0.954 / 2.842 
9.520 GHz,0.918 / -132.658 ,0.075 / -156.454 ,0.193 / -169.154 ,0.954 / 0.107 
9.530 GHz,0.920 / -141.446 ,0.073 / -162.205 ,0.187 / -174.905 ,0.954 / -2.786 
9.540 GHz,0.924 / -150.270 ,0.070 / -168.069 ,0.179 / 179.231 ,0.954 / -5.864 
9.550 GHz,0.927 / -159.079 ,0.067 / -174.039 ,0.171 / 173.261 ,0.954 / -9.155 
9.560 GHz,0.931 / -167.821 ,0.064 / 179.894 ,0.162 / 167.194 ,0.953 / -12.698 
9.570 GHz,0.935 / -176.446 ,0.060 / 173.731 ,0.153 / 161.031 ,0.952 / -16.539 
9.580 GHz,0.939 / 175.086 ,0.056 / 167.467 ,0.143 / 154.767 ,0.951 / -20.734 
9.590 GHz,0.944 / 166.811 ,0.053 / 161.085 ,0.133 / 148.385 ,0.950 / -25.355 
9.600 GHz,0.948 / 158.759 ,0.049 / 154.562 ,0.123 / 141.862 ,0.948 / -30.492 
9.610 GHz,0.952 / 150.954 ,0.045 / 147.848 ,0.113 / 135.148 ,0.945 / -36.258 
9.620 GHz,0.956 / 143.403 ,0.040 / 140.892 ,0.102 / 128.192 ,0.942 / -42.804 
9.630 GHz,0.959 / 136.112 ,0.036 / 133.616 ,0.092 / 120.916 ,0.938 / -50.322 
9.640 GHz,0.962 / 129.083 ,0.032 / 125.920 ,0.081 / 113.220 ,0.934 / -59.057 
9.650 GHz,0.965 / 122.312 ,0.028 / 117.677 ,0.070 / 104.977 ,0.928 / -69.312 
9.660 GHz,0.968 / 115.791 ,0.024 / 108.747 ,0.060 / 96.047 ,0.921 / -81.453 
9.670 GHz,0.970 / 109.510 ,0.019 / 98.993 ,0.049 / 86.293 ,0.913 / -95.873 
9.680 GHz,0.972 / 103.455 ,0.015 / 88.342 ,0.038 / 75.642 ,0.905 / -112.896 
9.690 GHz,0.974 / 97.615 ,0.011 / 76.895 ,0.027 / 64.195 ,0.899 / -132.595 
9.700 GHz,0.976 / 91.973 ,0.007 / 65.101 ,0.017 / 52.401 ,0.897 / -154.528 
9.710 GHz,0.977 / 86.516 ,0.004 / 54.046 ,0.009 / 41.346 ,0.899 / -177.600 
9.720 GHz,0.978 / 81.229 ,0.002 / 46.331 ,0.004 / 33.631 ,0.907 / 159.701 
9.730 GHz,0.978 / 76.094 ,3.048E-4 / 53.528 ,7.639E-4 / 40.828 ,0.917 / 138.739 
9.740 GHz,0.979 / 71.097 ,4.369E-5 / -102.327 ,1.094E-4 / -115.027 ,0.929 / 120.296 
9.750 GHz,0.979 / 66.222 ,5.349E-4 / -30.968 ,0.001 / -43.668 ,0.939 / 104.535 
9.760 GHz,0.980 / 61.455 ,0.002 / -28.829 ,0.004 / -41.529 ,0.947 / 91.238 
9.770 GHz,0.980 / 56.780 ,0.003 / -32.634 ,0.007 / -45.334 ,0.954 / 80.031 
9.780 GHz,0.980 / 52.185 ,0.005 / -37.610 ,0.012 / -50.310 ,0.959 / 70.529 
9.790 GHz,0.979 / 47.655 ,0.006 / -42.745 ,0.016 / -55.445 ,0.963 / 62.395 
9.800 GHz,0.979 / 43.178 ,0.008 / -47.755 ,0.021 / -60.455 ,0.966 / 55.355 
9.810 GHz,0.978 / 38.740 ,0.010 / -52.564 ,0.026 / -65.264 ,0.968 / 49.188 
9.820 GHz,0.978 / 34.328 ,0.012 / -57.169 ,0.031 / -69.869 ,0.970 / 43.726 
9.830 GHz,0.977 / 29.929 ,0.014 / -61.587 ,0.036 / -74.287 ,0.971 / 38.835 
9.840 GHz,0.976 / 25.529 ,0.016 / -65.845 ,0.041 / -78.545 ,0.972 / 34.413 
9.850 GHz,0.975 / 21.115 ,0.019 / -69.969 ,0.046 / -82.669 ,0.973 / 30.377 
9.860 GHz,0.973 / 16.672 ,0.021 / -73.985 ,0.051 / -86.685 ,0.973 / 26.663 
9.870 GHz,0.972 / 12.186 ,0.023 / -77.917 ,0.057 / -90.617 ,0.973 / 23.219 
9.880 GHz,0.970 / 7.640 ,0.025 / -81.787 ,0.062 / -94.487 ,0.974 / 20.004 
9.890 GHz,0.968 / 3.019 ,0.028 / -85.614 ,0.068 / -98.314 ,0.974 / 16.984 
9.900 GHz,0.966 / -1.696 ,0.030 / -89.419 ,0.074 / -102.119 ,0.974 / 14.131 
9.910 GHz,0.964 / -6.524 ,0.032 / -93.220 ,0.080 / -105.920 ,0.974 / 11.423 
9.920 GHz,0.961 / -11.486 ,0.035 / -97.034 ,0.086 / -109.734 ,0.974 / 8.839 
9.930 GHz,0.958 / -16.605 ,0.037 / -100.877 ,0.092 / -113.577 ,0.974 / 6.365 
9.940 GHz,0.955 / -21.905 ,0.040 / -104.769 ,0.098 / -117.469 ,0.973 / 3.987 
9.950 GHz,0.951 / -27.415 ,0.043 / -108.725 ,0.105 / -121.425 ,0.973 / 1.694 
9.960 GHz,0.947 / -33.164 ,0.046 / -112.764 ,0.112 / -125.464 ,0.973 / -0.525 
9.970 GHz,0.943 / -39.184 ,0.049 / -116.904 ,0.119 / -129.604 ,0.972 / -2.676 
9.980 GHz,0.938 / -45.512 ,0.052 / -121.164 ,0.127 / -133.864 ,0.972 / -4.768 
9.990 GHz,0.932 / -52.185 ,0.055 / -125.563 ,0.135 / -138.263 ,0.971 / -6.806 
10.00 GHz,0.926 / -59.244 ,0.058 / -130.119 ,0.143 / -142.819 ,0.971 / -8.794 
